,Text,Biased
3668,"holocaust  legal
slavery  legal
segregation  legal

criminals  those who hid jews freed slaves stood up for equality 

government and laws aren�t a guide to human morality and decency httpstcopymv4aylrq",0
3669,by2kaafi dheersameer we have many minority communities in our country parasis jews christians etc why does the leftist press say the minority community when referring to muslims why not just state the facts and avoid this gymnastics to avoid saying the mword,0
3670,"israel was created to remove judaism from jews and replace it with a nationalist zionism 

it was not to provide a �safe haven� or fight �antisemitism�

they aimed to create a new type of jew whose identity is based on land amp culture this type of �jew� we call a zionist httpstcopcbp0zolfd",0
3671,sooooo holocaust was worse than slavery of african americans they lost more slaves on ships than fake jews leopold of belgium killed 10 million africans but yea whites had it bad i mean oops jews,1
3672,"realjameswoods nyc deblasio defends ban on jews christians says blm protests ok because of profound meaning liberals are on the offensive to change the very way we live do business or use our freedom of speech free thinkers have been banned this is our future

httpstcontoppgtb1l",0
3673,igbos and jews traditional praying culture jews swing a chicken over their head 3 times while praying just like the igbos do omenala an atonement performed to cleanse the individual of their sins by waving the chicken over their head an ancient ritual practiced till date httpstcojaumumrfqu,0
3674,17 august 1942  ir�ne n�mirovsky a frenchlanguage novelist born in the family of russian jews died of typhus after a month of imprisonment in the german nazi auschwitz camp at the age of 39 httpstcohwymkyvo58 httpstcovxkx3cykwc,0
3675,america 2020 auschwitz is trending on twitter because a lockdown protester used the words jews saw as they entered the nazi death camp � work makes free � on a sign directed at illinois jewish governor jb pritzker who are we,0
3676,a lot of my �so called fans� are asking why i don�t just shut up and make you laugh my grandparents were jews for that they were sent to camps amp forced to see their families murdered if you have a voice amp you remain silent you are a part of the problem not the solution,0
3677,"rabbi cherki expects christians to reject jesus and replace him with the jewish people that jews are divine
 httpstcogqjqhlsvp8 article link httpstcoygsvytkk77",0
3678,an 1806 propaganda painting of emperor napoleon freeing the jews revolutionary france made jews equal citizens a process he continued moreover he supported jewish emancipation and antighetto laws in the countries he conquered httpstcond0n2vcaft,0
3679,nickcannon the current �jewish� community amp the original hebrews are two different things the modern white jews are so far removed from christ as god amp biblical truth the biblical hebrew�s nonwhite ethnicity is truth not correct about the melanin stuff amp them being �less� but still,1
3680,rt mike5517918482 realtuckfrumper he never saw any jews being taken to concentration camps heil ,0
3681,"democrats just renominated a woman who mocks 911 bashes jews wrecks homes and hates america

oh and she married her brother

sums up the party quite well",0
3682,while it�s not �beyond repair� for the gop to appeal to all jews �until cultural jews all over the world start actually supporting the zionist state as much as the republican party does� the gop won�t �take away democrat votes� said madison cawthorn httpstcowpm5odgepe,0
3683,"in 1938 a few weeks after the anschluss the nazi government passed a law requiring jews to register any property worth more than 5000 reichsmarks making it easy for the nazi government and german businesses to begin seizing jewish wealth

41a",0
3684,britishbullybee nathanhale007 if biden wins this will increase   it�s time to fight or leave  don�t be led to the slaughter like the jews in germany   go all in or get out,0
3685,msaadin chatpataka100 t4tenny farhan28428526 hitler is also past whos opposing jews these days take your best guess yup in present scenario most terrorists are muslims its a unfold fact that no one could deny idk why u spreading hate towards nonmuslims,0
3686,"nazis killed 6 mil jews islamic invaders including mughals killed 100 mil hindus after ww2 germany destroyed all nazi symbols including hakenkreuz on every grave
in india genocide of hindus is celebrated as history amp we are taught how great our killers were globalmusings",0
3687,houfou translation jews are unwanted here httpstco2k6iqtc3lu,0
3688,nick cannon gave us unfiltered truth you negros and hispanics are the real jews don�t condemn the man for his apology that was forced upon him by the powers that be the truth has already went forth,1
3689,benshapiro damn jews and their checks notes catering to the kkk,0
3690,my latest as keir starmer has lost no time in demonstrating the antisemitism furor was never about safeguarding jews it was about creating a cover story as the establishment protected itself from democratic socialism httpstcom1u7mxtxhz,0
3691,zebop thats 100 accurate its all a game of chess for nwo order through chaos  they are using blm people like pawns nwo here we come jews are using all of us goyim smh,1
3692,rt elderofziyon this is linda sarsours group telling the world that 95 of jews are not welcome but everyone else beside cops is,0
3693,chillywillie3 ytseham joebanner13 posting that the jews are seeking world domination is uplifting his culture,0
3694,is saying sunday is sabbath maybe there r jews in israel who r not observing sabbath elijah cried out to god no one of the jews is observing only him and he prayed that it wouldnt rain for 3 years and it didnt,0
3695,"michaelrosenyes 800 british jews have a signed a petition against this new religious right winger ambassador and even the likes of malcolm rifkind are against the annexation plan

but the board of deputies see no issues

i thought the bod spoke for the entire jewish community in britain ",0
3696,soros was a sellout who aided hitler during wwii to murder 6 million jews  now the same sellout gives money to groups to do the same thing  if you�re marching you�re what stalin himself called a �useful idiot�,1
3697,"rt abusaadirfan jews are trying to remove the map of palestine 
werejectworldmap httpstcoextit0h99g",1
3698,"jews prove there�s no zionist control by exercising zionist control

19keys",1
3699,realsmanolesco twitter the democrat party has made it acceptable to say whatever one wants about jewswhen jews and their organization that were made to protect dont stand up and condemn and demand an end it will continue as history has taught us,0
3700,"the deportation of jews on trains was the last part of a long slowlydeveloping process of humiliation exclusion persecution and hatred 

what happened in auschwitz was the final stage of statesponsored ideological hatred that was gradually turning into genocide httpstcog8qhjxctnq",0
3701,"michailboris i think theres no un when you talk about the right of muslims
un is made for the rights of american and jews dogs",1
3702,yes �tugendhat� is �just different words put together� guardian because like many other austrian jews the family probably had to make up a nonchristian one because jews weren�t allowed christian names comedy based on antisemitism isn�t funny httpstco4pkzulbfqi,0
3703,it is called ethnic cleansing this is how it starts hitler did exactly the same with jews when he used the excuse of plague to empty jewish neighborhoods and started to put them in ghetto and eventually to concentration camps and finally to gas chamber,0
3704,"rt raheemkassam inthesedeserts communism targeted jews too

you should really pick up a book",0
3705,"rt mzcsmith if you target jews you target me

read httpstcoumv1yy4mrz",0
3706,"more of trumps very fine people 

couple attack brooklyn hasidic jews blaming them for coronavirus

httpstcosxhlmnkl0d",0
3707,leftyjew i agree and believe judaism is a nationality as well as a religion and that jews deserve their own state in their ancestral homeland israel in the same way the french people deserve france or the welsh people deserve wales and so onzionism is a species of colonising ,1
3708,"trickxie breaking911 white power is a kkk call to lynch blacks and jewsit has never been anything else
black power is a call for equal protection under the lawit has never been anything else",0
3709,tonyschwartz consider this what if your teacher told you that the holocaust was a story jews made up to advance zionist claims to a homeland in israel would you try to educate him or would you conclude that your teacher was an unapologetic antisemite could you continue the relationship,0
3710,"as jews committed to ensuring a just and sustainable world for generations to come we have powerful stories to tell 

 record a video message to presidential candidates telling your story about why this is the moment to pursue a just greenrecovery httpstcorzp74tds8d",0
3711,rt yashalevine is falun gong racist against soviet jews why i not get one,0
3712,america 2020 auschwitz is trending on twitter because a lockdown protester used the words jews saw as they entered the nazi death camp � work makes free � on a sign directed at illinois jewish governor jb pritzker who are we,0
3713,keithwoodsyt these jews here are the real nazis,1
3714,america 2020 auschwitz is trending on twitter because a lockdown protester used the words jews saw as they entered the nazi death camp � work makes free � on a sign directed at illinois jewish governor jb pritzker who are we,0
3715,rt lisasimmons23 charity leader quits after labelling jews grandchildren of monkeys httpstcoocae7olhap via mailonline,0
3716,pierrepoilievre sqearl1 the jews declared war on germany ,1
3717,"got comments about �apartheid israel�

lucy aharish a proud israeliarab amp muslim israel�s lead news presenter amp journalist

at public israeli independence day events she dresses up as queen esther a revered historical leader of jews

married to israel�s lead jewish actor httpstcoaeltdvjcwp",0
3718,jewishwonk these folks were killing and terrorizing jews well before karl marx was even born and then through his life as well as via communism they weren�t killing jews because of marxism they kept killing jews because they hate jews it transcends political philosophy,0
3719,no one ever says anything bad about the jews is certainly a thing one might say if one had just emerged from a cocoon or something httpstcos1kzip2c9r,0
3720,tuckercarlson she wants to live in this country she wants christians and jews dead or at least gone from her new and improved america what do you bet she wants to change americans names as well httpstco1ciaagefqx,0
3721,adolf hitler is best known as the man who murdered millions of jews  but to focus on the genocide is to ignore his contributions to the nazi party including his seminal text mein kampf httpstcotb2xawuxh7,0
3722,"jewishprivilege is the implied notion that jews arent a real minority and dont experience any hatred

unfortunately the statistics paint a different picture

50 of all hate crimes in nyc this year were antijewish

sadly antisemitism is still very much alive and well httpstcod41ajofono",0
3723,i�m a muslim who was called islamophobic at least 25 times in the past 48 hours simply because i don�t hate jews ask me anything,0
3724,kamalas israel record bringing all the jews to the yard,0
3725,rt redstate nypd lapd send cops to harass hasidic jews and baseball players for social distancing violations httpstcowo2fz4eqbv,0
3726,today facebook finally took down a trump ad where he labels antifascists we jews have a well documented opposition to fascism look it up with the same symbol nazis used to mark communists  ignorant at best antisemetic at worst,0
3727,rt calebjhull jews in nyc just cut the lock nycmayor put on their park  httpstco77431im2ge,0
3728,superashbro86 ninjasocialist chrisiousity you dont own blacks gays or jews buddy slavery is over get used to it,0
3729,why did they persecute us  because we�re jews and they�re christians  thom berkowitz  oneforisrael oneforisraelministry afp rt proguns politics jobs letter4u gunrights investing nbc firearms wakeupamerica breakingnews bibi gaza httpstco0kwxlwhmoo httpstcorzmpgu36a8,0
3730,"rt saracarterdc nick cannon called whites and jews true savages and closer to animals � now hes unemployed

 httpstcoz2kclsxd03",0
3731,"lie  israeli laws discriminate against non jews

truth  no they do not if you look at the laws they list they even include laws about the israeli flag anthem and emblems you may as well say the uk discriminates because there are religious symbols in its flag too",0
3732,a country whose population consists of large segments of violently ignorant islamists whose educated elite are deeply engrained in the belief of jews equalling evil unwilling to educate themselves away from hatred of jews upon whom all blame for the worlds ills can be cast,0
3733,trump im treated worse than lincoln worse than jews at the holocaust worse than jesus on the cross worse than slaves on plantations pity me everybody poor poor pitiful me,0
3734,"kashimathurabakihai� all of them had gathered to destroy the jews  but today jews run the world

kashimathurabakihai httpstcozdpybsep9k",1
3735,�take a knee� there is historical precedent here the national socialists forced jews to kneel in a gesture of submission and humiliation photo taken in vienna 1938 those who do not know history are condemned to repeat it httpstcoxwkvvfj6to,0
3736,"we built two mosques on top of their solomon�s temple yet jews are the invaders and occupiers please explain how that makes any sense 

look i will go down in history as anything but a liar especially a lie that has caused bloodshed for 7 decades",0
3737,"smally33 dylblade what did hitler do with jews put them in the oven
what do u do with roast chicken put it in the oven
jews  roast chicken",1
3738,otd 1942 the german military commander in france ordered all jews over six years of age to wear on the left side of the chest a yellow star the size of a persons palm with the inscription juif inside holocaustexplained httpstcooj0yfqwn3r httpstcopz7orok62h,0
3739,"jews burnt on cross during inquisition for refusing to convert

the cross killd more jews than any other symbol even devotional cross was of an executed jew named jesus called king of jews

why no ban on cross

why ban on totally unrelated hindu symbol which killd 0 jews httpstcotruj92wxxu",0
3740,sbanypd remember this tweet he started off by singling out the jews and then mentioning the other communities httpstcohnlnhuew4i,0
3741,reaganbattalion billdeblasio jews being caged is not a good look for comrade bill,0
3742,"meet louise mulholland luckyrusalka a pretend jew who is target harassing jews on behalf of nadine batchelorhunt nadinebh on twitter she promotes a petition by an an antisemite and tells nadine dont worry we will get them

cc gnasherjew matzoballing httpstcodcyivciuh0",0
3743,sarahksilverman god bless you too many of our fellow jews refuse to acknowledge this problem,0
3744,29 august 1944  874 prisoners mostly jews worked in the sonderkommando at the german nazi auschwitz camp learn about the tragic story of people forced by the ss to work in gas chambers and crematoria httpstco6elsrqfeos httpstcofaaxsvbsil,0
3745,"netanyahu is correct 
the threats from khameini are like those of the nazis
hitler hated the jewsso does he
khamenei is a canceroustumor on society
irans supreme leader calls for israels destruction in twitter screed on antiisrael holiday httpstcoq8k2rwufcu foxnews",0
3746,rt lahavharkov tale as old as time the revolution turns on the jews httpstcoihf1f1rgas,0
3747,"it�s critically important to separate jews from israel

it�s against our security to be affiliated with this foreign country 

we are not responsible for their actions nor do their leaders represent us in any way

care about antisemitism then stop conflating jews with israel httpstcouojuxrryxu",0
3748,rt conspiracylibel the appropriation erasure and dehumanization of jews continues httpstcoqlgrxnz7xd,0
3749,"gerhardlandrat yorubaofyahudah paul was the apostle to the gentiles peter ministered to the believing jews who had turned away from talmudic tradition to follow the messiah

so its important to realize the audience here

its been mindblowing to unlearn concepts that fracture scripture when its unified",0
3750,thinkaboutit in days gone my democratic party had the trust of farmers jews catholics unions and blacks because we were told republicans were against us the people now what all others are just racist,0
3751,"rt jeremynewberger dear kevin

remember this antisemitic bullshit we do

jews httpstconymty2ecaj",0
3752,"2x and if you want to talk �literal genocide� we can discuss the nazis murdering 6 million jews in the holocaust 

why again did you oppose the house resolution against antisemitism",0
3753,"charlamagne tha god says viacom dropping nick cannon shows jews �have the power

httpstcoesmzhl8r4r

blackantisemitism",0
3754,"27 august 1942  a transport of 995 jews deported from malinesmechelen in germanoccupied belgium arrived at auschwitz after the selection 101 men amp 114 women were registered 780 people were murdered in gas chambers 

julius amp tauba radziwiller were among them httpstcomga0emqivc",0
3755,jentaub fbirecordsvault housejudiciary senjudiciary fbi antisemitic jews wrote the protocols,1
3756,"realdonaldtrump after hitler�s propaganda had been used extensively against them hate crimes against jews poc lgbtq marginalized groups amp anyone opposed to him grew exponentially

adolf hitler claimed law and order� amp �security� as the reason for ending civil liberties to minority groups httpstcohyp4knvscl",0
3757,how about you take the word of the dozens of jews and people of jewish descent who work with jackposobiec to fight antisemitism you hacks,0
3758,andrewlye jeremyvineon5 hardly world war 3 what have the nazis got to do with itthey killed millions of jews alone never mind the bombings of uk civilians i agree it�s not boris�s decision though,0
3759,"jackiew80333500 
if white lives mattered why 6 million white jews babieskids disabled manwoman elderly richpoor got killed in gas chambers

lets all cheer with jackie �the ashes the jews left behind in gas chambers were all whitish grey�
black lives matter only httpstcoruapfuzljv",0
3760,based orthodox jews reject de blasios hypocritical orders to close the park for social distancing and cut the locks so their kids can play httpstcomsaafbjqy6,0
3761,internationalagendatemple this is what i expected from this humble man the pet dog of the jews who is challenging the muslims that i will support the hindus and shoot at you httpstcoztwnxn3s1k,1
3762,"i keep seeing this narrative here about how the jews were passive and meek during the holocaust didn�t protest and it makes me furious it is wrong it is dangerous and it is harmful af 

1x thread",0
3763,the next time nycs mayor sends out a gleeful tweet about sending cops after jews the doj should investigate to make sure hes not violating constitutionally guaranteed religious liberties actually they should have done it after the last one httpstcobu61pkh27y,0
3764,why do the jews amp blacks continue to support democrats the party widely known for oppressing them,0
3765,rt hillelneuer antiracism protesters in paris today shout dirty jews httpstcoapqcep0da0,0
3766,23 may 1944  among 1200 jews in a transport arriving from drancy in occupied france to auschwitz was malka haus b in warsaw in 1892 during the war she lived in paris after the selection she was killed in a gas chamber together with 731 people from this transport httpstcotojbfcf0ct,0
3767,realpalpatine1 acutepriapism jews i agree,1
3768,bobcough rachelosiris statedept secpompeo crewcrew i don�t think �liquidating� jews lgbtq ethnics and appropriating that captial as to house and fund the rest is a sound foundation for society,0
3769,rt praisegodbarbon ethiopian jews in israel are incarcerated at a rate 760 higher than their proportion in society,0
3770,every time a gentile says �a real christian wouldn�t do that� all jews hear is that you refuse to take any responsibility for 2000 years of history,0
3771,uh leftist jtwitter always preaches about how all jews should be nice to each other but they are some of the meanest people i have ever met,0
3772,"the same people on the left who told jews to shut up about corbyn are now celebrating protests and tearing down statues 

imagine if jews had stayed quiet and corbyn had won 

what would be happening now",0
3773,thannon521 groovyeast altcoin123456 omagnum5 alexgenm icecube lol i meant some jews not news,0
3774,"

�the jews are our dogs� chant �human rights� protesters in mississauga 

my column in thetorontosun on antisemitism rearing its head at a palestinian rally near toronto httpstcouxegkhewz8",0
3775,shabbat shalom and happy juneteenth jewishdiversity put out a call for jews all over of all races to say this kaddish for black lives this shabbos to honor the lives lost to racist antiblack over the centuries may their memories of those lost be a blessing httpstcocc1eyfwb5n,0
3776,robbysoave you hate jews,0
3777,"�florida becoming the epicentre of coronavirus i asked god to do that because jews stopped us helping brothers in cuba�  farrakhan�s sermon this weekend

yet democrats continue to celebrate this murderous vile antisemitic terrorist",0
3778,"the jews in iran who welcomed the ayatollah
httpstcoisstignycd",0
3779,"nytimes� opeds calling for the end of israel the tiny sliver of land where jews exercise sovereignty in their ancestral home

muammar qaddafi 12109
peter beinart 7820

can anyone recall the nytimes publishing opeds urging the end of any other nation amp un member

hmm",0
3780,"rt brunoamato1 johnjharwood mkraju we didnt know they were torturing and executing jews
german officers and nazi supporters",0
3781,"history on repeat

step 1 blame the jews
step 2 attack the jews
step 3 rinse and repeat

this time however nypdhatecrimes lost no time in arresting the offenders and for that i�m thankful 
httpstcolx9bgprblg",0
3782,here is an article in mondoweiss about a talk i gave in 2015 on this subject let liberal jews weep for their dream of israel and move on httpstcodg6uezmi9s,0
3783,shoton35mm pplscitycouncil paulkoretzcd5 2pm nice work let him know all us jews know hes a kapo,0
3784,i admit i don�t understand how anyone let alone a us military officer would think it amusing that jews were mass exterminated during the holocaust,0
3785,chrislhayes leeiniowa this is what the nazis did to jews and sympathizers my grandfather killed nazis,0
3786,"in 1348 pope clementine issued two papal bulls cautioning that jews couldnt be the cause of the black death because there was no pattern linking jewish habitation and plague

nobody cared

today nobody cares that there is zero link between lockdowns and covid19 deaths",0
3787,"so let me get this straight everyone other than orthodox jews who simply want to let their children play in city parks are allowed to take the law into their own hands in new york city

what the hell is going on here httpstconecnj3jygt",0
3788,new video from justjews jews have never spoken with just one voice boardofdeputies manyjewishvoices httpstcokspyy8sqcw,0
3789,pokeryjiggery russia rounsaville how many soviet pows did poland massacre how many jews poland invaded belourussia ukraine in the 20s and chechoslovakia in 1938 so dont pretend that theyre victims stop taking chunks out of history and look at the timeline leading to ww2 and the role poland played,0
3790,fox news is where people who hate blacks people who hate jews people who hate gays people who hate latinos and people who hate muslims can all gather to pretend they are just people who hate liberals,0
3791,seems like one of joebiden�s 1015 of bad people in america unless it�s okay to hate jews  rules seem to be changing fast this year httpstcov9kex77lil,0
3792,wwjoehd johnsuey anncoulter if you are talking to me i am trying to protect jews who are guilty of nothing,0
3793,polish jews plead with politicians to learn from the horrors of the holocaust and stop dehumanising lgbt people httpstcobrd34gpuzf,0
3794,"gonna come out here and say it

fellow jews racism towards black people is an issue in our community too

you have a responsibility to listen to us learn from us and make us feel welcome in the community

the othering and erasure of black jews needs to stop",0
3795,"georgerevutsky stopantisemites evidence  

and why is it hate crimes against jews all of a sudden  ordinary common or garden hate crime not good enough  or my pain is bigger than your pain is that it 

in the uk im 2x safer than the average minority",0
3796,rt secpompeo you hang homosexuals stone women and exterminate jews httpstcoeip0bu8ril,0
3797,homeydee politicalelle seanmdav almost 99 of orthodox jews vote republican it�s the jews who are unorthodox  like christians who are not practicing who typically vote liberal always the way it is the more religious you are the more you tend to be conservative,0
3798,omeryankelevitc haaretz most jews abroad do not speak hebrew the list you could do is to approach them in english,0
3799,mairavz he said adelson not jews adelson has given 100m to trump and republicans along with his wish list there isnt one thing that he said that wasnt true,1
3800,"this is real hatred on a par with what hitler said about jews and about black people
but wileys twitter page is still up instagram loves him and a million followers will now blame jews for their problems
nothing on bbc its the hypocrisy isnt it
httpstcokynnrinyjn",0
3801,oloye the jebusites �jb� jews ,0
3802,remember the old saying first they came for the jews but i wasnt a jew so i did nothing then they came for the christians but i wasnt a christian so i did nothing then they came for me but no one was left to fight for me appease the dragon it just eats you last smh,0
3803,"forchrist2620 it is appointed to a man one time to die so that leaves out moses
jews and gentiles are witnesses
and also enoch and elijah in my thoughts on the subject
god is merciful",0
3804,"dear jews 

hindus are your fiercest allies but you need to educate jewish communities about hindus 

very important read  httpstcorkxgmz49vf",0
3805,"rt mollyjongfast a little about henry ford�s antisemitism but tell me more about how trump loves the jews  

httpstcowyiodzzati",0
3806,acplusd saucygoat owenjones84 1whilst groups other than jewish people undoubtably suffered at the hands of the nazis  arbeit macht freis referes to auschwitz where thousands of jews were gassed kerryanne mendoza was specifically referring to jews imo owen jones was right to challenge her on as,0
3807,the world must not just hold the caucasian west accountable for racismthe arabsjewsindians and the chinese have over the years also demonstrated an equal degree and intensity of hatred for black peoplewe must have the moral courage to call them out for a real change,0
3808,rt secpompeo you hang homosexuals stone women and exterminate jews httpstcoeip0bu8ril,0
3809,and we jews would be wearing yellow stars,0
3810,"the good news today is that i�m rich
we jews all are

mazel tovs all round

of course i�m not going to let that fact change me and i�ll still be showing up to my overworked amp underresourced public sector job httpstco90a9hiatkt",0
3811,niggas wonder how white people b racist then b like fuck jews tho,0
3812,60 million jews were really massacred in the holocaust ,1
3813,never thought id see someone go the but farrakhan just hates jews he didnt kill any route but its 2020 and chelseahandler went there,0
3814,jews other religious minorities have higher covid19 death rate uk study says httpstcoohiyld6wzh via timesofisrael,0
3815,"reeljuanmatos sistersbronte johnywolf4 jodyscorner1 ray8fisher geoffjohns wbpictures joss he says jews will climax when theyll watch a mel gibson movie trailer gibson is known to be antisemitic 

how about that",0
3816,not content with isolating themselves from jews and centrists the crank left has now unironically turned its guns on the age group of the jezziah himself httpstcowa6jajcgvy,0
3817,also why the fuck should eastern european jews who fled the holocaust some of whom are still alive be required to accept whiteness as a selfdefining racial category as though they have a common historical experience with plantation owners in mississippi,0
3818,"do i need to comment 
enter last 1400 years whenever the christian world persecuted the jews they found protection under the muslim governments
always treated with dignity amp respect never persecuted
this is how they say thanks httpstcofybcxoy3uw",0
3819,jeremydrysdale ianaustin1965 no response at all from twitter to the vile hatespeak of wileyceo against jews extraordinary example of how the left and the woke can get away with almost anything and even the most blatantly anti semitic activity goes unchecked httpstco7sd7pqk01z httpstcoatvlinfjw1,0
3820,"deblasio definitely has a jewish problem it�s the only group he continually targets� mayhem in the city ok� but jews playing with their kids in a park no
httpstco01dvtzgprm",0
3821,"in response to my tweet earlier someone highlighted haredi jews how could i blame the government for that

duh thats one of very many reasons why we needed to lock down much earlier and be absolutely clear on our messaging  with religious congregations not allowed",0
3822,"rt victorykn savsays trumps attacks on antifa are attacks on jews

httpstcovdeeienqlj",0
3823,almonitor  mahdi dujal yajoj amp majoj are fabricated lies created by christians amp jews amp copied by muslims allah appeared in crawley mosque uk only arshad khan saw amp talked to allah allah said go home wait for message to prepare new world for jesus see photo of allah httpstcox7rgz0mqbi,0
3824,rt zimmlaw175 do you think jews are originally from hawaii dubai official challenges arab world  httpstcoobrimdpzgn,0
3825,say what you will about us jews we do bring people together httpstcorwgidrymcf,0
3826,"abu sufyan the leader of polytheists said �are you sincere about this issue�

the deceitful jews said �yes we came here to make a treaty with you about fighting muhammad�

",1
3827,"�listen up wileyceo in case you need something clarifying � jews don�t run the law the banks or the world i hate to disappoint you and anyone else who got your antisemitic memo but it ain�t true
  
can�t quite believe what i said opening today�s bbc5live show in 2020 httpstcolwlulirvtb",0
3828,h6snaa 6 million jews that doesn�t include the romani people lgbtq people disabled people etc the likely death toll of the holocaust was around 17 million and that doesn�t include the deaths caused by the war that he started what king leopald was awful but i�m so fed up of ppl httpstcoxpricrjyqb,0
3829,polish jews plead with politicians to learn from the horrors of the holocaust and stop dehumanising lgbt people   httpstcobrd34gyjhh,0
3830,lol sethrogen maybe you�re not afraid of jews but just afraid to sound ignorant in front of people who are actually knowledgeable about israel�s history which is exactly what you did here,0
3831,rt duty2warn fascists hate blacks jews muslims gays academics feminists and intellectuals antifascists hate  fascists,0
3832,angelojohngage he was actually german and murdered by jews,1
3833,i admit i don�t understand how anyone let alone a us military officer would think it amusing that jews were mass exterminated during the holocaust,0
3834,rt secpompeo you hang homosexuals stone women and exterminate jews httpstcoeip0bu8ril,0
3835,"epsteinmaxwell victims have implicated many jews in the unsealed court documents

jean luc brunel
stephen kaufman 
prince andrew
leslie wexner 
ehud barak 
george mitchell
alan dershowitz 
bill richardson
glenn dubin 
marvin minsky 
bill clinton
thomas pritzker  httpstcojbpkoidgvi",1
3836,rt calebjhull jews in nyc just cut the lock nycmayor put on their park  httpstco77431im2ge,0
3837,alecwilletts juliahb1 scotskye the one youre expecting me to say is followers of islam sure they will chuck you off a building but also mormons some baptist amp methodist sectors hardline catholics orthodox jews there are plenty of nonreligious antigay groups in us but in uk its mostly cultural,0
3838,kevinkinkead yeah yeah yeah we as jews have heard it before the �heshe didn�t know� that farrakhan is what he is it�s tired,0
3839,watch ny mayor busted by feds for targeting jews with corona crusade httpstcosn6iifjpzu,0
3840,the ongoing protests by israeli jews against netanyahu are a reflection of jewish values those  who conflate the jewish faith should watch these protests and understand that the israeli appartheid  racist regime is not conducive with the jewish faith,1
3841,windexthewindow the jews made this trash,1
3842,yournjg efalyer levvity georgia85485397 supremacism israeli jews are treated very well in israel while it tightly controls palestine allows very little immigration destroys infrastructure ghettoized east jerusalem prevents businesses from succeeding bulldozes property and imprisons youth indefinitely amp repeatedly,1
3843,icecube i don�t know what�s up with the american jews always being offended they literally seem to have forgotten about our own history and our black ancestors ,1
3844,if you criticized hasidic jews in nynj for having relatively small funerals and weddings as i did but are now totally on board with exponentially larger mass protests and riots you clearly should never have been taken seriously in the first place you should apologize,0
3845,blakeflayton �especially in america where our largestdelete delete delete� vast majority of jews are zionists and you can�t divorce zionism from judaism and the extreme antizionists are a tiny fraction of our community but they sure all have twitter accounts to attack us,0
3846,fellow nonjewish people we need read up on what�s happening to yemenite jews amp stay informed we need to bring more attention to the harm of widespread antisemitism so the jewish community doesn�t have to do it all themselves,0
3847,realdonaldtrump at the start did hitler ever say the jews in germany are actually very angry with  all the other jews  sounds plausible nowanyway all there is to say is go take a fucking ritalin or 20 you extremist piece of gibbering nonsense all gods will judge you for this shit,0
3848,stopantisemites american jews are as good as shit,1
3849,you have to understand the farther you go back the dark at everybody was and they were different type of jews thats why there was a holocaust the weight and everybody up everything was happening at the same time,1
3850,hitler is the man best known for killing 6 million jews but to focus on the holocaust is to ignore his contributions to vegetarianism,0
3851,heres a theory that people need to consider israel wasnt created till after the war how do we know these people are really nazis that put tattoos on themselves with numbers and said that they were jews,1
3852,sheheryarq1 yunisabukar fayyxs sure and the jews bought their homes back when they came back it�s theirs again now ,0
3853,"people who say they stand up for black voices but ignore amp dismiss black jews stories because it doesnt work with their preconceived notions
i see you and your hypocrisy",0
3854,a lot of my �so called fans� are asking why i don�t just shut up and make you laugh my grandparents were jews for that they were sent to camps amp forced to see their families murdered if you have a voice amp you remain silent you are a part of the problem not the solution,0
3855,"the real people of palestine are those jews muslims and christians who their ancestors lived there not some travelers who were brought to palestine and took the natives place by force
so the fate of palestine must be in the hands of those natives

palestine
qudsday httpstcovrvzsj6mgz",1
3856,we dont need any more jews in congress,1
3857,"last night the democrats doubled down on their hatred of whites jews and america

and rinos like the mccains joined them 

gop still hasn�t condemned the �republicans� speaking at the dnc",0
3858,thereisnogadi rabbipoupko ifnotnoworg you realize most arabs find gullible jews like you who cave to their demands absolutely hilarious,0
3859,"rt marklevinshow black lives matter hate group targets jews
httpstcovnoyhntvfc",0
3860,saintvalent1ne charlamenge said that jews have all the power to get what they want and shit,0
3861,americas jews and christians are failing the test of their lives httpstcoq1exnflpk8,0
3862,rt sx2122 thehill but orthodox jews can�t have a funeral for one of their top rabbis in nyc got it,0
3863,as recorded by al qurtubi and al bayhaqi a man accepted islam during the reign of mamun al rashid when muslims detected the scribal errors he intentionally added to test them which muslims passed but jews and christians failed when he added errors in their holy texts httpstco93evw8tfbf,0
3864,rt calebjhull jews in nyc just cut the lock nycmayor put on their park  httpstco77431im2ge,0
3865,kaypocalypse growing up my jewish grandmother and mother made a chopped liver dish i have never heard of anyone make it other than jews and russians lol,0
3866,damianfrom most of the people i know who have been suspended are left wing jews ffs,0
3867,"fckeveryword jewsjewish people be like

 baron tremayne caple aka fox manfox kingking foxfox foxyfoxy foxbaron foxbaron tremayne foxgemini manautism manautism high functionalrainbow man ",0
3868,"muslims and jews are indeed friends 

the current narrative implying otherwise does not reflect our sentiment as jews at all 

the real issue to be concerned of is conflating jews with israel 

it is unfair that jews are held responsible for the actions of a foreign country httpstcodb5thbgidm",0
3869,albania was only country where no jews died or were handed over to the nazis during the holocaust  this despite their occupation albanians also helped jews fleeing from germany and austria by smuggling them abroad or hiding them at home,0
3870,shifting blame for the killing of jews by white neonazis onto the nonviolent bds movement for palestinian rights is thwarted by facts httpstconagiknoash,1
3871,the way y�all have all this smoke for jews but not the evangelical christians and anglosaxon billionaires who run this country is proof that people are brainwashed and letting their own religion blind them,0
